application_id,application_date,intake_intake_channel,intake_new_customer,intake_lender_segment,intake_region,intake_sector,intake_business_age_years,intake_annual_revenue_gbp,intake_requested_loan_gbp,intake_requested_term_months,intake_loan_purpose,intake_personal_guarantee,intake_collateral_type,intake_bureau_score,intake_ccj_count,intake_default_history,intake_kyc_pass,intake_aml_risk,intake_pep_hit,intake_sanctions_hit,intake_doc_completeness,enrich_dscr,enrich_leverage_ratio,enrich_cashflow_volatility,enrich_ltv,enrich_risk_score,enrich_triage_priority,expected_decision,reason_primary,reason_secondary,reason_tertiary
APP202600318,2025-06-06,Email CSV,False,Mid-Tier/Challenger Bank,North East,Information & Communication,5.26,100000.0,63319.82,12,Inventory,False,None,68.18,1,False,True,Low,False,False,0.73,0.7,1.12,0.37,,56.07706667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600989,2025-07-10,Portal Upload,False,Non-Bank/Public Financier,Wales,Manufacturing,29.25,491413.15,39439.37,48,Asset Purchase,False,Mixed,51.65,0,False,True,Medium,False,False,0.49,3.5,0.68,0.33,0.398,69.49533333,3,Accept,,,
APP202600418,2025-07-02,Web,False,Mid-Tier/Challenger Bank,Yorkshire & Humber,Retail,6.62,4090331.76,25000.0,12,Marketing,False,Property,50.52,0,False,True,Low,False,False,0.71,3.5,1.09,0.22,0.397,76.03226667,2,Accept,,,
APP202600737,2025-07-22,Portal Upload,True,Alt Lender (Non-ML),Scotland,Wholesale,11.32,100000.0,25220.32,18,Refinance,True,Property,50.71,0,False,True,Low,False,False,0.71,0.97,3.32,0.11,0.468,56.94213333,2,Review,REVIEW_AFFORDABILITY,,
APP202600880,2025-03-24,Email CSV,True,Non-Bank/Public Financier,Wales,Real Estate,7.78,443943.12,44618.84,36,Refinance,False,Equipment,46.54,0,False,True,Low,False,False,0.23,2.17,3.51,0.47,0.607,53.2412,3,Review,REVIEW_DOCS,REVIEW_CONFLICT,
APP202600813,2025-07-15,Broker CSV,True,Alt Lender (Non-ML),Wales,Health & Social Care,1.85,155133.33,29233.1,36,Inventory,False,Mixed,45.6,1,False,True,Medium,False,False,0.86,1.29,2.44,0.16,0.368,54.88466667,1,Review,REVIEW_COMPLIANCE,,
APP202600706,2025-07-12,Email CSV,False,Non-Bank/Public Financier,East of England,Manufacturing,5.95,227409.93,121628.98,48,Hire Staff,True,Property,43.67,0,False,True,Low,False,False,0.49,0.3,3.0,0.12,0.347,46.4576,3,Review,REVIEW_DOCS,,
APP202600013,2025-06-23,Broker CSV,True,Non-Bank/Public Financier,South West,Information & Communication,11.52,100000.0,38919.13,24,Growth/Expansion,True,None,48.84,1,False,True,Low,False,False,0.54,0.67,1.86,0.26,,44.8052,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600433,2025-07-14,Web,True,Mid-Tier/Challenger Bank,London,Professional Services,7.31,575173.7,65066.9,18,Refinance,False,Property,64.53,0,False,True,Low,False,False,0.64,2.81,1.16,0.17,0.587,77.69173333,2,Accept,,,
APP202600376,2025-05-25,Broker CSV,True,Mid-Tier/Challenger Bank,South East,Agriculture,7.18,100000.0,25000.0,24,Inventory,True,None,54.28,0,False,True,Low,False,False,0.56,1.37,1.95,0.14,,56.4184,2,Review,REVIEW_DOCS,,
APP202600992,2025-07-13,Web,False,Alt Lender (Non-ML),Northern Ireland,Real Estate,4.4,100000.0,101726.65,18,Hire Staff,False,Property,51.03,0,False,True,Low,False,False,0.74,0.48,2.65,0.23,0.39,50.80506667,2,Accept,,,
APP202600849,2025-07-31,Portal Upload,False,Non-Bank/Public Financier,London,Wholesale,27.36,139274.75,25000.0,12,Asset Purchase,False,Property,42.7,0,False,True,Low,False,False,0.9,1.83,1.21,0.34,0.473,66.13266667,1,Accept,,,
APP202600885,2025-07-01,Web,True,Non-Bank/Public Financier,North East,Real Estate,5.8,141655.25,154296.95,36,Working Capital,False,None,41.37,0,False,True,Low,False,False,0.63,0.2,1.69,0.22,,46.74026667,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600066,2025-06-06,Web,False,Non-Bank/Public Financier,London,Health & Social Care,1.74,140822.71,86629.54,48,Working Capital,False,Debenture,75.73,0,False,True,Low,False,False,0.88,0.35,2.2,0.33,0.511,57.96106667,1,Accept,,,
APP202600939,2025-03-26,Web,False,Alt Lender (Non-ML),London,Real Estate,5.76,214497.15,66630.38,12,Asset Purchase,False,None,60.08,0,False,True,Low,False,False,0.69,0.63,2.13,0.25,,52.6824,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600646,2025-08-03,Web,True,Non-Bank/Public Financier,East of England,Health & Social Care,4.36,100000.0,49585.78,60,Equipment Lease Buyout,True,Equipment,21.06,0,False,True,Low,False,False,0.47,0.2,2.23,0.27,0.685,36.84346667,3,Decline,BUREAU_LOW,,
APP202600213,2025-05-11,Web,False,Mid-Tier/Challenger Bank,East Midlands,Real Estate,5.86,202845.67,187755.35,24,Working Capital,False,Property,67.07,0,False,True,Low,False,False,0.81,0.22,1.77,0.24,0.359,58.2596,1,Accept,,,
APP202600216,2025-06-21,Portal Upload,True,Alt Lender (Non-ML),East Midlands,Manufacturing,5.38,189278.09,32108.79,18,Equipment Lease Buyout,True,Property,35.07,0,False,True,Low,False,False,0.82,0.95,1.74,0.04,0.325,59.2596,1,Review,REVIEW_AFFORDABILITY,,
APP202600060,2025-05-29,Portal Upload,True,Non-Bank/Public Financier,East of England,Transportation & Storage,3.05,115698.14,137025.91,36,Inventory,False,Property,63.58,0,False,True,Low,False,False,0.74,0.2,2.72,0.56,0.464,50.11573333,2,Accept,,,
APP202600655,2025-08-18,Broker CSV,True,Alt Lender (Non-ML),East Midlands,Information & Communication,14.82,100000.0,127860.41,24,Refinance,False,Property,63.45,0,False,True,Low,False,False,0.28,0.2,2.71,0.39,0.309,45.75266667,3,Review,REVIEW_DOCS,,
APP202600983,2025-05-31,Email CSV,True,Mid-Tier/Challenger Bank,South West,Wholesale,1.94,279180.45,64494.65,48,Asset Purchase,True,None,64.47,0,False,True,Low,False,False,0.63,0.79,1.07,0.54,,54.64493333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600416,2025-05-22,Email CSV,True,Mid-Tier/Challenger Bank,North East,Agriculture,2.06,312404.96,130066.07,12,Working Capital,True,Debenture,58.97,0,False,True,Low,False,False,0.9,0.81,1.78,0.53,0.505,58.41826667,1,Accept,,,
APP202600235,2025-08-16,Broker CSV,True,Non-Bank/Public Financier,South West,Professional Services,13.59,167186.59,30190.1,12,Asset Purchase,True,None,47.73,0,False,True,Low,True,False,0.56,1.84,4.81,0.21,,52.38106667,2,Decline,PEP_HIT,LEVERAGE_HIGH,
APP202600746,2025-06-25,Web,True,Mid-Tier/Challenger Bank,South West,Transportation & Storage,5.15,247253.77,123874.02,18,Hire Staff,True,Debenture,70.0,0,False,True,Medium,False,False,0.88,0.51,2.04,0.17,0.745,54.1,1,Review,REVIEW_COMPLIANCE,REVIEW_SECURITY,
APP202600891,2025-07-29,Broker CSV,True,Non-Bank/Public Financier,Yorkshire & Humber,Health & Social Care,4.32,100000.0,38066.98,24,Working Capital,False,Property,27.11,0,False,True,Low,False,False,0.8,0.61,3.14,0.32,0.648,41.29413333,2,Decline,BUREAU_LOW,,
APP202600584,2025-06-29,Web,True,Alt Lender (Non-ML),Wales,Manufacturing,4.55,100000.0,25000.0,48,Growth/Expansion,False,None,79.14,0,False,True,Low,False,False,0.54,1.32,2.31,0.06,,62.5892,2,Accept,,,
APP202600034,2025-07-26,Portal Upload,True,Alt Lender (Non-ML),Scotland,Real Estate,31.51,100000.0,33722.18,24,Equipment Lease Buyout,True,Property,46.01,0,False,True,Low,False,False,0.61,0.47,2.05,0.19,0.534,50.95946667,2,Accept,,,
APP202600494,2025-06-13,Web,False,Non-Bank/Public Financier,Northern Ireland,Hospitality,6.28,391609.38,25000.0,36,Working Capital,True,None,56.27,0,False,True,Low,False,False,0.75,3.01,3.04,0.22,,70.96226667,2,Accept,,,
APP202600420,2025-06-25,Web,True,Mid-Tier/Challenger Bank,North East,Construction,11.29,100000.0,59765.56,36,Refinance,False,Property,86.09,0,False,True,Low,True,False,0.9,0.48,2.71,0.58,0.309,59.39186667,1,Decline,PEP_HIT,,
APP202600872,2025-08-16,Portal Upload,True,Non-Bank/Public Financier,East Midlands,Information & Communication,2.34,100000.0,25000.0,36,Inventory,False,Property,59.56,0,False,True,Low,False,False,0.59,0.9,1.6,0.25,0.475,54.49346667,2,Review,REVIEW_DOCS,REVIEW_AFFORDABILITY,
APP202600926,2025-06-19,Broker CSV,True,Alt Lender (Non-ML),London,Professional Services,4.65,1123031.88,161784.01,24,Asset Purchase,False,Debenture,59.72,0,True,True,Low,False,False,0.62,1.22,2.78,0.27,0.753,51.62493333,2,Review,REVIEW_SECURITY,,
APP202600230,2025-07-17,Email CSV,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Professional Services,2.01,819041.69,73301.57,60,Hire Staff,False,Property,68.26,0,False,True,Medium,False,False,0.92,3.5,0.75,0.33,0.66,75.6628,1,Accept,,,
APP202600178,2025-04-05,Email CSV,True,Non-Bank/Public Financier,East of England,Manufacturing,8.94,100000.0,110759.95,18,Hire Staff,False,Mixed,67.25,0,False,True,Low,False,False,0.63,0.2,2.17,0.13,0.621,54.05666667,2,Accept,,,
APP202600238,2025-06-03,Portal Upload,True,Mid-Tier/Challenger Bank,East of England,Information & Communication,3.24,100000.0,107928.6,36,Growth/Expansion,False,Debenture,61.31,0,False,True,Low,False,False,0.73,0.32,2.46,0.17,0.57,52.8268,2,Accept,,,
APP202600509,2025-07-21,Broker CSV,False,Alt Lender (Non-ML),Yorkshire & Humber,Manufacturing,3.7,195043.12,25000.0,18,Working Capital,False,Debenture,58.15,0,False,True,Low,False,False,0.67,1.78,2.69,0.27,0.711,62.47533333,2,Accept,,,
APP202600218,2025-07-02,Broker CSV,True,Alt Lender (Non-ML),Yorkshire & Humber,Transportation & Storage,1.93,111409.9,39501.45,12,Working Capital,True,Debenture,62.49,0,False,True,Low,False,False,0.66,1.18,1.4,0.12,0.743,63.68053333,2,Accept,,,
APP202600041,2025-07-12,Portal Upload,True,Non-Bank/Public Financier,East Midlands,Agriculture,16.92,170051.64,52373.3,48,Refinance,True,None,67.81,1,False,True,Low,False,False,0.74,0.86,3.31,0.25,,53.92346667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600801,2025-07-02,Web,False,Non-Bank/Public Financier,North West,Transportation & Storage,1.32,699115.43,28798.29,36,Hire Staff,False,Property,53.52,0,False,True,Low,False,False,0.59,3.5,3.06,0.5,0.302,66.2256,2,Accept,,,
APP202600409,2025-03-18,Broker CSV,True,Mid-Tier/Challenger Bank,North West,Agriculture,2.46,165239.81,35404.27,12,Marketing,True,Debenture,57.4,1,False,True,Medium,False,False,0.78,1.01,1.64,0.13,0.67,55.95533333,2,Review,REVIEW_COMPLIANCE,REVIEW_AFFORDABILITY,
APP202600857,2025-03-24,Email CSV,True,Non-Bank/Public Financier,East Midlands,Wholesale,3.82,100000.0,190535.56,24,Marketing,True,None,33.84,0,False,True,Low,False,False,0.52,0.2,3.27,0.25,,36.5452,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600556,2025-05-20,Web,False,Alt Lender (Non-ML),South West,Transportation & Storage,3.84,276310.16,147455.26,36,Working Capital,False,Debenture,75.86,0,True,True,Low,False,False,0.43,0.52,1.79,0.14,0.676,47.92413333,3,Review,REVIEW_DOCS,,
APP202600670,2025-03-28,Web,True,Mid-Tier/Challenger Bank,Northern Ireland,Agriculture,8.53,231097.91,59123.53,48,Hire Staff,True,Debenture,54.11,0,False,True,Low,False,False,0.99,1.51,0.36,0.07,0.515,73.4708,1,Accept,,,
APP202600182,2025-07-20,Email CSV,True,Mid-Tier/Challenger Bank,North West,Information & Communication,1.52,100000.0,43386.57,48,Working Capital,True,Equipment,58.39,0,False,True,Low,False,False,0.79,0.45,1.05,0.4,0.604,55.7592,2,Accept,,,
APP202600417,2025-06-10,Portal Upload,True,Mid-Tier/Challenger Bank,West Midlands,Real Estate,7.73,127717.37,81169.34,36,Refinance,False,Debenture,65.28,0,False,True,Low,False,False,0.56,0.43,2.36,0.25,0.639,47.98173333,2,Review,REVIEW_DOCS,,
APP202600603,2025-07-12,Broker CSV,True,Alt Lender (Non-ML),London,Transportation & Storage,5.69,446713.17,25000.0,18,Working Capital,True,Mixed,53.89,0,False,True,Medium,False,False,0.5,3.5,2.66,0.35,0.614,65.74253333,2,Accept,,,
APP202600251,2025-08-23,Portal Upload,True,Alt Lender (Non-ML),South East,Construction,5.1,240701.78,344163.87,36,Growth/Expansion,False,Property,51.94,0,False,True,Low,False,False,0.59,0.2,1.68,0.35,0.448,47.0432,2,Review,REVIEW_DOCS,,
APP202600073,2025-08-14,Web,True,Mid-Tier/Challenger Bank,Scotland,Wholesale,2.61,990228.74,102873.43,18,Asset Purchase,True,None,73.25,0,False,True,Low,False,False,0.65,1.96,3.52,0.11,,68.75666667,2,Accept,,,
APP202600527,2025-04-03,Broker CSV,True,Alt Lender (Non-ML),Wales,Real Estate,2.85,183873.67,25000.0,24,Marketing,False,None,57.12,1,False,True,Low,False,False,0.92,1.96,0.75,0.09,,72.4036,1,Accept,,,
APP202600164,2025-06-18,Web,False,Alt Lender (Non-ML),Scotland,Professional Services,4.43,100000.0,76455.87,24,Growth/Expansion,False,Property,71.07,1,False,True,Low,False,False,0.53,0.47,2.95,0.38,0.588,45.93626667,2,Review,REVIEW_DOCS,,
APP202600537,2025-08-17,Broker CSV,True,Mid-Tier/Challenger Bank,Wales,Agriculture,10.18,347125.69,73919.78,36,Refinance,True,Debenture,62.47,0,False,True,Low,False,False,0.5,1.0,1.47,0.2,0.701,56.5516,2,Review,REVIEW_DOCS,REVIEW_AFFORDABILITY,REVIEW_SECURITY
APP202600438,2025-08-16,Broker CSV,False,Alt Lender (Non-ML),North East,Transportation & Storage,8.59,108026.64,36551.29,48,Working Capital,True,None,65.19,0,False,True,Low,False,False,0.5,0.59,3.51,0.12,,46.8532,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600858,2025-03-04,Broker CSV,True,Alt Lender (Non-ML),Wales,Real Estate,8.44,100000.0,279921.58,12,Inventory,False,None,66.56,0,False,True,Medium,False,False,0.7,0.2,2.78,0.19,,47.75013333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600457,2025-05-17,Broker CSV,True,Alt Lender (Non-ML),Scotland,Hospitality,1.47,632550.62,53121.66,48,Refinance,True,Property,36.43,1,False,True,Medium,False,False,0.66,3.5,1.75,0.39,0.587,63.24706667,2,Accept,,,
APP202600036,2025-05-06,Portal Upload,False,Mid-Tier/Challenger Bank,South West,Real Estate,9.17,158946.6,77569.82,36,Marketing,False,None,74.06,0,False,True,Low,False,False,0.58,0.27,1.54,0.44,,50.54346667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600876,2025-08-09,Portal Upload,True,Mid-Tier/Challenger Bank,South East,Construction,2.22,100000.0,35395.92,24,Working Capital,False,Mixed,75.95,0,False,True,Medium,False,False,0.86,0.38,0.32,0.06,0.416,61.35933333,1,Accept,,,
APP202600135,2025-06-28,Email CSV,True,Mid-Tier/Challenger Bank,East of England,Construction,3.75,558319.72,135526.48,36,Hire Staff,False,Property,75.14,1,False,True,Low,False,False,0.79,1.12,1.6,0.24,0.361,66.31586667,2,Accept,,,
APP202600110,2025-06-14,Web,False,Mid-Tier/Challenger Bank,Wales,Hospitality,10.77,118021.13,91331.16,36,Hire Staff,False,Property,64.95,0,False,True,Low,False,False,0.73,0.32,1.9,0.06,0.306,58.89266667,2,Accept,,,
APP202600776,2025-07-23,Email CSV,True,Alt Lender (Non-ML),West Midlands,Agriculture,2.48,100000.0,42174.76,48,Inventory,False,Property,76.67,0,False,True,Low,False,False,0.92,0.81,2.45,0.13,0.446,64.10093333,1,Accept,,,
APP202600186,2025-07-15,Web,True,Mid-Tier/Challenger Bank,East of England,Professional Services,20.34,102988.83,85183.2,48,Refinance,False,Debenture,86.61,0,False,True,Medium,False,False,0.71,0.55,2.58,0.44,0.532,53.1608,2,Review,REVIEW_COMPLIANCE,,
APP202600384,2025-05-10,Email CSV,False,Non-Bank/Public Financier,Northern Ireland,Construction,4.38,355145.28,173626.23,12,Hire Staff,False,None,71.71,0,False,True,Low,False,False,0.62,0.97,3.05,0.7,,52.33213333,2,Review,REVIEW_AFFORDABILITY,REVIEW_SECURITY,REVIEW_CONFLICT
APP202600679,2025-08-10,Broker CSV,True,Alt Lender (Non-ML),East Midlands,Wholesale,24.64,185098.45,117095.51,12,Marketing,True,None,43.38,1,False,True,Low,False,False,0.9,0.37,2.79,0.09,,47.5364,1,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600254,2025-07-12,Portal Upload,True,Alt Lender (Non-ML),West Midlands,Health & Social Care,10.76,180231.12,202487.99,48,Asset Purchase,False,None,41.6,0,False,True,Low,False,False,0.5,0.2,2.91,0.19,,39.958,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600332,2025-08-22,Web,False,Mid-Tier/Challenger Bank,North East,Manufacturing,12.68,181787.78,25000.0,12,Refinance,False,Mixed,51.76,0,True,True,Medium,False,False,0.67,2.01,1.3,0.29,0.424,60.62946667,2,Accept,,,
APP202600471,2025-08-10,Broker CSV,True,Alt Lender (Non-ML),Yorkshire & Humber,Wholesale,10.01,100000.0,230759.54,48,Marketing,False,Property,46.57,1,False,True,Low,False,False,0.9,0.2,3.18,0.47,0.288,47.3396,1,Accept,,,
APP202600296,2025-06-19,Email CSV,False,Mid-Tier/Challenger Bank,Scotland,Retail,12.17,2215775.71,28704.71,36,Equipment Lease Buyout,True,Property,65.58,0,False,True,Medium,False,False,0.22,3.5,3.01,0.28,0.314,69.09906667,3,Accept,,,
APP202600884,2025-07-16,Web,True,Alt Lender (Non-ML),Northern Ireland,Manufacturing,5.83,1102840.37,31546.11,36,Asset Purchase,True,Debenture,63.8,0,False,True,Medium,False,False,0.35,3.5,1.32,0.25,0.681,70.474,3,Accept,,,
APP202600577,2025-06-25,Broker CSV,True,Mid-Tier/Challenger Bank,South East,Retail,11.74,572755.97,36226.18,24,Inventory,False,Equipment,45.33,0,False,True,Low,False,False,0.71,3.5,2.11,0.31,0.591,69.35906667,2,Accept,,,
APP202600573,2025-07-30,Portal Upload,False,Mid-Tier/Challenger Bank,London,Health & Social Care,3.07,625533.4,54770.64,24,Refinance,True,Mixed,59.23,0,False,True,Low,False,False,0.34,3.5,0.02,0.35,0.407,75.36773333,3,Accept,,,
APP202600469,2025-06-03,Email CSV,True,Non-Bank/Public Financier,Northern Ireland,Agriculture,12.31,216368.61,25000.0,24,Growth/Expansion,False,None,78.84,0,False,True,Low,False,False,0.64,1.43,4.3,0.59,,57.77186667,2,Accept,,,
APP202600277,2025-05-27,Email CSV,True,Mid-Tier/Challenger Bank,Northern Ireland,Professional Services,7.41,100000.0,45793.16,18,Growth/Expansion,False,Property,98.28,0,False,True,Low,False,False,0.78,0.6,0.09,0.33,0.574,68.6684,2,Accept,,,
APP202600825,2025-08-10,Web,True,Mid-Tier/Challenger Bank,London,Wholesale,10.77,438739.07,26809.26,12,Inventory,False,None,80.11,0,False,True,Low,False,False,0.8,3.5,0.94,0.71,,78.13746667,2,Accept,,,
APP202600515,2025-07-13,Broker CSV,False,Non-Bank/Public Financier,South West,Hospitality,2.32,809837.84,100533.17,36,Hire Staff,False,None,54.18,0,False,True,Low,False,False,0.48,1.91,1.83,0.32,,60.0104,3,Accept,,,
APP202600708,2025-08-07,Web,True,Mid-Tier/Challenger Bank,North West,Construction,8.12,352925.29,506978.86,60,Equipment Lease Buyout,False,Mixed,47.22,0,False,True,Low,False,False,0.7,0.27,1.77,0.42,0.379,49.6016,2,Accept,,,
APP202600350,2025-07-11,Portal Upload,True,Mid-Tier/Challenger Bank,North West,Hospitality,9.78,100000.0,88252.73,36,Refinance,True,Mixed,71.16,0,False,True,Low,False,False,0.94,0.3,2.6,0.32,0.576,58.29813333,1,Accept,,,
APP202600959,2025-05-31,Email CSV,True,Mid-Tier/Challenger Bank,East of England,Information & Communication,7.5,116285.98,99754.4,48,Hire Staff,False,Property,61.4,0,False,True,Low,False,False,0.7,0.2,1.91,0.17,0.297,56.56533333,2,Accept,,,
APP202600901,2025-05-05,Broker CSV,True,Mid-Tier/Challenger Bank,East of England,Real Estate,6.86,100000.0,100015.94,24,Working Capital,True,None,58.11,0,False,True,Low,False,False,0.53,0.31,3.97,0.3,,41.30746667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600787,2025-07-24,Portal Upload,True,Alt Lender (Non-ML),Scotland,Real Estate,2.76,137433.95,106778.82,24,Refinance,False,Equipment,47.06,0,False,True,Low,False,False,0.55,0.2,0.54,0.37,0.573,46.4868,2,Review,REVIEW_DOCS,,
APP202600682,2025-05-01,Broker CSV,True,Alt Lender (Non-ML),East Midlands,Agriculture,4.03,100000.0,102250.22,12,Inventory,False,None,55.34,1,False,True,Low,False,False,0.36,0.2,2.93,0.5,,38.05853333,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600500,2025-05-26,Portal Upload,False,Mid-Tier/Challenger Bank,West Midlands,Agriculture,5.19,420459.79,465020.01,48,Inventory,False,Equipment,63.99,0,False,True,Low,False,False,0.82,0.33,2.53,0.46,0.875,48.36386667,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600207,2025-05-27,Broker CSV,False,Non-Bank/Public Financier,Yorkshire & Humber,Information & Communication,7.19,212359.97,85722.26,24,Asset Purchase,True,Mixed,74.8,0,False,True,Low,False,False,0.78,0.65,0.68,0.31,0.436,65.34733333,2,Accept,,,
APP202600244,2025-07-16,Web,True,Alt Lender (Non-ML),Northern Ireland,Manufacturing,0.7,100000.0,377876.64,24,Inventory,True,Debenture,69.79,1,False,True,Low,False,False,0.69,0.2,1.57,0.14,0.762,56.55786667,2,Review,REVIEW_SECURITY,,
APP202600194,2025-07-08,Web,True,Mid-Tier/Challenger Bank,North West,Manufacturing,9.88,100000.0,46812.04,18,Hire Staff,True,None,35.42,0,False,True,Medium,False,False,0.24,0.56,0.0,0.29,,40.5776,3,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600352,2025-07-26,Web,True,Non-Bank/Public Financier,West Midlands,Construction,4.1,166625.5,25000.0,24,Inventory,False,Property,50.5,0,False,True,Low,False,False,0.66,1.44,1.95,0.44,0.584,57.79,2,Accept,,,
APP202600760,2025-08-14,Web,True,Non-Bank/Public Financier,London,Transportation & Storage,5.91,100000.0,25000.0,18,Asset Purchase,False,None,66.23,0,False,True,Low,False,False,0.43,1.27,2.84,0.25,,54.18773333,3,Review,REVIEW_DOCS,,
APP202600065,2025-04-16,Web,True,Alt Lender (Non-ML),South East,Construction,2.43,160208.83,51450.83,18,Hire Staff,True,Equipment,43.02,1,False,True,Low,False,False,0.77,1.09,3.0,0.11,0.885,52.0856,2,Review,REVIEW_AFFORDABILITY,,
APP202600108,2025-08-11,Portal Upload,False,Non-Bank/Public Financier,South East,Hospitality,13.47,776665.17,63700.96,60,Marketing,True,None,45.4,0,False,True,Low,False,False,0.59,3.5,0.79,0.09,,69.86866667,2,Accept,,,
APP202600995,2025-06-22,Email CSV,False,Non-Bank/Public Financier,Yorkshire & Humber,Health & Social Care,10.97,100000.0,221781.81,24,Hire Staff,True,Debenture,99.0,0,False,True,Low,False,False,0.89,0.23,2.62,0.18,0.786,64.84666667,1,Accept,,,
APP202600390,2025-08-11,Web,False,Mid-Tier/Challenger Bank,Wales,Transportation & Storage,1.73,100000.0,97572.3,48,Growth/Expansion,False,None,82.2,0,False,True,Low,False,False,0.73,0.31,3.18,0.39,,53.996,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600832,2025-07-10,Portal Upload,True,Mid-Tier/Challenger Bank,London,Real Estate,4.38,234560.89,306874.71,36,Marketing,False,None,48.97,0,False,True,Low,False,False,0.56,0.2,0.73,0.45,,45.10826667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600564,2025-08-08,Broker CSV,True,Alt Lender (Non-ML),North West,Manufacturing,4.19,190881.34,69097.87,36,Growth/Expansion,False,Property,36.55,0,False,True,Low,False,False,0.6,1.26,4.05,0.26,0.296,51.084,2,Accept,,,
APP202600340,2025-06-13,Portal Upload,False,Alt Lender (Non-ML),Wales,Retail,7.66,190911.22,57210.47,36,Hire Staff,False,Invoice Book,49.24,0,False,True,Low,False,False,0.85,0.58,4.01,0.56,0.762,42.09053333,1,Review,REVIEW_SECURITY,,
APP202600960,2025-07-02,Broker CSV,True,Alt Lender (Non-ML),Yorkshire & Humber,Health & Social Care,3.31,363841.94,63262.8,36,Asset Purchase,True,Equipment,45.76,0,False,True,Low,False,False,0.53,1.29,2.1,0.43,0.701,51.5928,2,Review,REVIEW_DOCS,REVIEW_SECURITY,
APP202600566,2025-07-24,Web,False,Mid-Tier/Challenger Bank,Northern Ireland,Information & Communication,10.18,115218.6,66724.62,36,Hire Staff,False,Property,86.67,1,False,True,Low,False,False,0.82,0.2,2.26,0.15,0.44,61.59426667,1,Accept,,,
APP202600510,2025-06-29,Broker CSV,False,Alt Lender (Non-ML),Wales,Hospitality,5.69,100000.0,114037.8,18,Working Capital,True,Mixed,59.99,1,False,True,Low,False,False,0.35,0.2,1.51,0.19,0.434,50.33386667,3,Review,REVIEW_DOCS,,
APP202600375,2025-07-03,Web,False,Non-Bank/Public Financier,South East,Professional Services,6.53,100000.0,48061.41,36,Equipment Lease Buyout,False,Mixed,40.44,0,False,True,High,False,False,0.76,0.51,1.93,0.6,0.452,41.00986667,2,Decline,BUREAU_LOW,,
APP202600925,2025-06-27,Web,False,Non-Bank/Public Financier,East of England,Agriculture,14.02,228037.79,35999.46,36,Marketing,True,Property,61.0,0,False,True,Low,False,False,0.64,1.52,1.34,0.23,0.5,68.27333333,2,Accept,,,
APP202600555,2025-08-12,Portal Upload,True,Mid-Tier/Challenger Bank,North East,Retail,7.78,197236.44,45373.86,36,Hire Staff,True,Property,80.25,0,False,True,Low,False,False,0.66,1.63,2.21,0.1,0.353,75.81333333,2,Accept,,,
APP202600081,2025-08-17,Broker CSV,True,Mid-Tier/Challenger Bank,London,Hospitality,3.92,358464.56,70748.2,60,Inventory,True,None,73.78,0,False,True,Medium,False,False,0.45,1.44,0.93,0.51,,58.7284,3,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,
APP202600498,2025-04-18,Portal Upload,True,Non-Bank/Public Financier,North West,Manufacturing,6.04,176366.28,75592.67,36,Marketing,False,Property,74.17,0,False,True,Medium,False,False,0.88,0.45,2.0,0.23,0.36,56.00093333,1,Review,REVIEW_COMPLIANCE,,
APP202600456,2025-05-10,Broker CSV,False,Non-Bank/Public Financier,South West,Agriculture,3.47,100000.0,318008.28,48,Marketing,True,Mixed,64.07,0,False,True,Medium,False,False,0.51,0.21,2.27,0.16,0.483,50.81293333,2,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,
APP202600140,2025-07-23,Broker CSV,True,Mid-Tier/Challenger Bank,East of England,Professional Services,5.08,824563.38,209580.08,24,Growth/Expansion,True,Property,67.7,0,False,True,Low,False,False,0.91,0.87,1.31,0.39,0.341,65.75933333,1,Accept,,,
